"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1600854684","0","","Aggregated",3.20,0.00,28,28,30,30,30,30,30,30,30,30,30,30,314,0,29,26,8,53,5005
"1600854686","0","GET","home",1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,90,0,13,15,8,53,17368
"1600854686","0","POST","search_ticket",2.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,224,0,31,31,25,49,38
"1600854686","0","","Aggregated",3.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,314,0,29,26,8,53,5005
"1600854688","0","GET","home",1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,90,0,13,15,8,53,17368
"1600854688","0","POST","search_ticket",2.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,224,0,31,31,25,49,38
"1600854688","0","","Aggregated",3.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,314,0,29,26,8,53,5005
"1600854690","0","GET","home",1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,90,0,13,15,8,53,17368
"1600854690","0","POST","search_ticket",2.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,224,0,31,31,25,49,38
"1600854690","0","","Aggregated",3.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,314,0,29,26,8,53,5005
"1600854692","0","GET","home",1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,90,0,13,15,8,53,17368
"1600854692","0","POST","search_ticket",2.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,224,0,31,31,25,49,38
"1600854692","0","","Aggregated",3.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,314,0,29,26,8,53,5005
